,furniture_type,name,discounted_price,original_price,product_details
49,Kitchen Cabinet,Flipkart Perfect Homes Studio Metal Kitchen Cabinet,₹609,"₹1,599","[<li class=""_21Ahn-"">Suitable For: Dining &amp; Kitchen Furniture</li>, <li class=""_21Ahn-"">Number of Shelves: 5</li>, <li class=""_21Ahn-"">W x H x D: 39.87 cm x 106.42 cm x 21.84 cm (1 ft 3 in x 3 ft 5 in x 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
50,Kitchen Cabinet,Shopixo Plastic Kitchen Cabinet,₹628,"₹2,199","[<li class=""_21Ahn-"">Suitable For: Storage</li>, <li class=""_21Ahn-"">Number of Shelves: 5</li>, <li class=""_21Ahn-"">Number of Drawers: 5</li>, <li class=""_21Ahn-"">W x H x D: 320 mm x 1320 mm x 540 mm (1 ft x 4 ft 3 in x 1 ft 9 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
51,Kitchen Cabinet,Flipkart Perfect Homes Studio Metal Kitchen Cabinet,"₹1,799","₹2,599","[<li class=""_21Ahn-"">Suitable For: Dining &amp; Kitchen Furniture, Storage</li>, <li class=""_21Ahn-"">Number of Shelves: 4</li>, <li class=""_21Ahn-"">W x H x D: 56 mm x 120 mm x 35 mm (2 in x 4 in x 1 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
52,Kitchen Cabinet,Shopixo Plastic Kitchen Cabinet,₹381,"₹1,199","[<li class=""_21Ahn-"">Suitable For: Storage</li>, <li class=""_21Ahn-"">Number of Shelves: 2</li>, <li class=""_21Ahn-"">Number of Drawers: 2</li>, <li class=""_21Ahn-"">W x H x D: 320 mm x 410 mm x 120 mm (1 ft x 1 ft 4 in x 4 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
53,Kitchen Cabinet,Patelraj Wall Mounted Kitchen Stand 24*30 inch Metal Ki...,"₹1,614","₹3,999","[<li class=""_21Ahn-"">Suitable For: Storage</li>, <li class=""_21Ahn-"">Number of Shelves: 4</li>, <li class=""_21Ahn-"">W x H x D: 60.96 mm x 76.2 mm x 25.4 mm (2 in x 3 in x 1 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
54,Kitchen Cabinet,Home Full Engineered Wood Crockery Cabinet,"₹5,939","₹15,800","[<li class=""_21Ahn-"">Suitable For: Storage</li>, <li class=""_21Ahn-"">Number of Shelves: 3</li>, <li class=""_21Ahn-"">Number of Drawers: 1</li>, <li class=""_21Ahn-"">W x H x D: 750 mm x 775 mm x 370 mm (2 ft 5 in x 2 ft 6 in x 1 ft 2 in)</li>, <li class=""_21Ahn-"">Knock Down - Delivered in non-assembled pieces, installation by service partner</li>]"
55,Kitchen Cabinet,Old Wolf Furniture Engineered Wood Kitchen Cabinet,"₹7,499","₹14,999","[<li class=""_21Ahn-"">Suitable For: Storage</li>, <li class=""_21Ahn-"">Number of Shelves: 5</li>, <li class=""_21Ahn-"">W x H x D: 400 mm x 1830 mm x 390 mm (1 ft 3 in x 6 ft x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
56,Kitchen Cabinet,XBEY 8 Pcs ABS Plastic Multipurpose Kitchen Bathroom Wa...,₹370,₹999,"[<li class=""_21Ahn-"">Suitable For: Storage</li>, <li class=""_21Ahn-"">Number of Shelves: 8</li>, <li class=""_21Ahn-"">Number of Drawers: 8</li>, <li class=""_21Ahn-"">W x H x D: 16 mm x 4 mm x 14 mm</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
57,Kitchen Cabinet,HEYMAK 4 PC Multipurpose Wall Holder Bathroom Storage R...,₹334,₹599,"[<li class=""_21Ahn-"">Suitable For: Storage</li>, <li class=""_21Ahn-"">Number of Shelves: 4</li>, <li class=""_21Ahn-"">Number of Drawers: 4</li>, <li class=""_21Ahn-"">W x H x D: 16 mm x 4 mm x 14 mm</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
58,Kitchen Cabinet,Ebee Engineered Wood Kitchen Cabinet,"₹1,061","₹2,199","[<li class=""_21Ahn-"">Suitable For: Storage</li>, <li class=""_21Ahn-"">Number of Shelves: 4</li>, <li class=""_21Ahn-"">W x H x D: 76 cm x 12.5 cm x 125 mm (2 ft 5 in x 4 in x 4 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
